questionID,questionText,answerText
20,"My  daughter is not able to handle things when they go wrong, not coming in front to take responsibility.What should I do",Maybe your child is afraid of failing that’s why handling more problems is tough for them. Give them the hope no matter what happens you will always be there for them. Teach them with great power comes great responsibility
21,"My elder daughter is not able to handle things when they go wrong, not coming in front to take responsibility.What should I do",Maybe your child is afraid of failing that’s why handling more problems is tough for them. Give them the hope no matter what happens you will always be there for them. Teach them with great power comes great responsibility
22,"My middle daughter is not able to handle things when they go wrong, not coming in front to take responsibility.What should I do",Maybe your child is afraid of failing that’s why handling more problems is tough for them. Give them the hope no matter what happens you will always be there for them. Teach them with great power comes great responsibility
23,"My younger daughter is not able to handle things when they go wrong, not coming in front to take responsibility.What should I do",Maybe your child is afraid of failing that’s why handling more problems is tough for them. Give them the hope no matter what happens you will always be there for them. Teach them with great power comes great responsibility
24,"My step daughter is not able to handle things when they go wrong, not coming in front to take responsibility.What should I do",Maybe your child is afraid of failing that’s why handling more problems is tough for them. Give them the hope no matter what happens you will always be there for them. Teach them with great power comes great responsibility
25,"My single daughter is not able to handle things when they go wrong, not coming in front to take responsibility.What should I do",Maybe your child is afraid of failing that’s why handling more problems is tough for them. Give them the hope no matter what happens you will always be there for them. Teach them with great power comes great responsibility
26,"My teenage child regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
27,"My son regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
28,"My elder son regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
29,"My middle son regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
30,"My younger son regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
31,"My step  son regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
32,"My single son regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
33,"My daughter regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
34,"My elder daughter regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
35,"My middle daughter regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
36,"My  younger daughter regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
37,"My step daughter regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
38,"My single daughter regretting of past decisions , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay."
39,"My teenage child suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
40,"My son  suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
41,"My  elder son  suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
42,"My middle son  suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
43,"My younger son  suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
44,"My step son  suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
45,"My single  son  suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
46,"My daughter suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
47,"My elder daughter suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
48,"My middle daughter suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
49,"My younger daughter suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
50,"My step daughter suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
51,"My single daughter suffering from flashbacks, nightmares and severe anxiety, speaking in sleep as well as uncontrollable thoughts about a situtation","Your child is experiencing  Post-traumatic stress disorder (PTSD) is a mental health condition that's triggered by a terrifying event — either experiencing it or witnessing it. Does trauma go away? No, but with effective evidence-based treatment, symptoms can be managed well and can remain dormant for years, even decades. But because the trauma that evokes the symptoms will never go away, there is a possibility for those symptoms to be “triggered” again in the future. But the possible solution to reduce it is Ask them to give themself some time, Talk about the event and cool down them, make them to speak with others that have experienced the same thing as them, and Avoid spending lots of time alone, Stick to  routine, Consider seeking professional help,Notice how they're feeling"
52,"My teenage child regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
53,"My son regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
54,"My elder son regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
55,"My middle son regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
56,"My younger son regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
57,"My step  son regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
58,"My single son regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
59,"My daughter regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
60,"My elder daughter regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
61,"My middle daughter regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
62,"My  younger daughter regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
63,"My step daughter regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
64,"My single daughter regretting of past choices , feeling low for wrong decisions not able to forgive themselves , continously thinking of past","It's so sad that they are thinking about their past decisions, but yeah... Everyone will think about that atleast one if I have done it my life would be better but the sad reality is past is past so we can't change the past but we can change the future make your child to remember one thing if this thought comes its never too late to start .We can change our lives at stage but it requires patience and determination , a will power to win give that confidence to your child, Don't worry everything will be okay. Keep moving forward"
65,"My teenage child does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
66,"My son  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
67,"My elder son  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
68,"My middle son  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
69,"My younger son  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
70,"My step son  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
71,"My single son  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
72,"My daughter  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
73,"My elder daughter  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
74,"My middle daughter  does not wants to go school or other activities , always appears to be anxious or fearfull","One simple way to deal with mean kids is to not spend time with them. To physically walk away from the mean kids. Bullies tend to target kids who are different, perceived to be different, or kids who are alone. So encourage your kids to spend time with kinder, genuine friends."
